ID_compra,filial,cidade,tipo_cliente,genero,tipo_produto,preco_unitario,quantidade,imposto_5%,total,data,hora,forma_pagamento,avaliacao
305-89-2768,B,São Bernardo do Campo,Membro,Feminino,Casa,21.9,3,3.285,68.985,2024-01-09,18:43:00,Carteira Digital,4.7
574-80-1489,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,62.85,4,12.57,263.97,2024-02-25,13:22:00,Carteira Digital,8.7
784-08-0310,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,21.04,4,4.208,88.368,2024-01-13,13:58:00,Dinheiro,7.6
200-40-6154,B,São Bernardo do Campo,Membro,Masculino,Casa,65.91,6,19.773,415.233,2024-02-09,11:45:00,Dinheiro,5.7
846-10-0341,A,Santo André,Normal,Feminino,Moda,42.57,7,14.8995,312.8895,2024-01-06,11:51:00,Dinheiro,6.8
577-34-7579,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,50.49,9,22.7205,477.1305,2024-01-10,17:16:00,Dinheiro,5.4
430-02-3888,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,46.02,6,13.806,289.926,2024-02-07,15:55:00,Dinheiro,7.1
867-47-1948,C,São Caetano,Normal,Feminino,Casa,15.8,10,7.9,165.9,2024-01-09,12:07:00,Dinheiro,7.8
384-59-6655,A,Santo André,Membro,Feminino,Alimentos e Bebidas,98.66,9,44.397,932.337,2024-02-19,15:07:00,Dinheiro,8.4
256-58-3609,C,São Caetano,Membro,Masculino,Moda,91.98,1,4.599,96.579,2024-03-18,15:29:00,Dinheiro,9.8
324-92-3863,A,Santo André,Membro,Masculino,Eletrônicos,20.89,2,2.089,43.869,2024-02-05,18:45:00,Dinheiro,9.8
593-08-5916,A,Santo André,Normal,Feminino,Moda,15.5,1,0.775,16.275,2024-03-19,15:23:00,Cartão de Crédito,7.4
364-34-2972,C,São Caetano,Membro,Masculino,Eletrônicos,96.82,3,14.523,304.983,2024-03-30,20:37:00,Dinheiro,6.7
794-42-3736,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,33.33,2,3.333,69.993,2024-01-26,14:41:00,Cartão de Crédito,6.4
172-42-8274,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,38.27,2,3.827,80.367,2024-03-02,18:18:00,Cartão de Crédito,5.8
558-60-5016,A,Santo André,Normal,Feminino,Casa,33.3,9,14.985,314.685,2024-03-04,15:27:00,Carteira Digital,7.2
195-06-0432,A,Santo André,Membro,Masculino,Casa,81.01,3,12.1515,255.1815,2024-01-13,12:55:00,Cartão de Crédito,9.3
605-03-2706,A,Santo André,Normal,Feminino,Saúde e Beleza,15.8,3,2.37,49.77,2024-03-25,18:02:00,Dinheiro,9.5
214-30-2776,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,34.49,5,8.6225,181.0725,2024-03-11,19:44:00,Cartão de Crédito,9.0
746-04-1077,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,84.63,10,42.315,888.615,2024-01-01,11:36:00,Cartão de Crédito,9.0
448-34-8700,B,São Bernardo do Campo,Membro,Masculino,Casa,36.91,7,12.9185,271.2885,2024-02-10,13:51:00,Carteira Digital,6.7
452-04-8808,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,87.08,7,30.478,640.038,2024-01-26,15:17:00,Dinheiro,5.5
531-56-4728,A,Santo André,Normal,Masculino,Casa,80.08,3,12.012,252.252,2024-02-11,15:29:00,Dinheiro,5.4
744-82-9138,C,São Caetano,Normal,Masculino,Moda,86.13,2,8.613,180.873,2024-02-07,17:59:00,Dinheiro,8.2
883-69-1285,B,São Bernardo do Campo,Membro,Masculino,Moda,49.92,2,4.992,104.832,2024-03-06,11:55:00,Cartão de Crédito,7.0
221-25-5073,A,Santo André,Normal,Feminino,Alimentos e Bebidas,74.66,4,14.932,313.572,2024-03-04,10:39:00,Dinheiro,8.5
518-71-6847,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,26.6,6,7.98,167.58,2024-02-26,15:10:00,Carteira Digital,4.9
156-20-0370,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,25.45,1,1.2725,26.7225,2024-03-10,18:10:00,Cartão de Crédito,5.1
151-33-7434,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,67.77,1,3.3885,71.1585,2024-02-04,20:43:00,Cartão de Crédito,6.5
728-47-9078,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,59.59,4,11.918,250.278,2024-01-19,12:46:00,Dinheiro,9.8
809-46-1866,A,Santo André,Normal,Masculino,Saúde e Beleza,58.15,4,11.63,244.23,2024-01-23,17:44:00,Dinheiro,8.4
139-32-4183,A,Santo André,Membro,Feminino,Esportes e Viagem,97.48,9,43.866,921.186,2024-03-14,14:19:00,Carteira Digital,7.4
148-41-7930,C,São Caetano,Normal,Masculino,Saúde e Beleza,99.96,7,34.986,734.706,2024-01-23,10:33:00,Dinheiro,6.1
189-40-5216,C,São Caetano,Normal,Masculino,Eletrônicos,96.37,7,33.7295,708.3195,2024-01-09,11:40:00,Dinheiro,6.0
374-38-5555,B,São Bernardo do Campo,Normal,Feminino,Moda,63.71,5,15.9275,334.4775,2024-02-07,19:30:00,Carteira Digital,8.5
764-44-8999,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,14.76,2,1.476,30.996,2024-02-18,14:42:00,Carteira Digital,4.3
552-44-5977,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,62.0,8,24.8,520.8,2024-01-03,19:08:00,Cartão de Crédito,6.2
267-62-7380,C,São Caetano,Membro,Masculino,Eletrônicos,82.34,10,41.17,864.57,2024-03-29,19:12:00,Carteira Digital,4.3
430-53-4718,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,75.37,8,30.148,633.108,2024-01-28,15:46:00,Cartão de Crédito,8.4
886-18-2897,A,Santo André,Normal,Feminino,Alimentos e Bebidas,56.56,5,14.14,296.94,2024-03-22,19:06:00,Cartão de Crédito,4.5
602-16-6955,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,76.6,10,38.3,804.3,2024-01-24,18:10:00,Carteira Digital,6.0
745-74-0715,A,Santo André,Normal,Masculino,Eletrônicos,58.03,2,5.803,121.863,2024-03-10,20:46:00,Carteira Digital,8.8
690-01-6631,B,São Bernardo do Campo,Normal,Masculino,Moda,17.49,10,8.745,183.645,2024-02-22,18:35:00,Carteira Digital,6.6
652-49-6720,C,São Caetano,Membro,Feminino,Eletrônicos,60.95,1,3.0475,63.9975,2024-02-18,11:40:00,Carteira Digital,5.9
233-67-5758,C,São Caetano,Normal,Masculino,Saúde e Beleza,40.35,1,2.0175,42.3675,2024-01-29,13:46:00,Carteira Digital,6.2
303-96-2227,B,São Bernardo do Campo,Normal,Feminino,Casa,97.38,10,48.69,1022.49,2024-03-02,17:16:00,Carteira Digital,4.4
727-02-1313,A,Santo André,Membro,Masculino,Alimentos e Bebidas,31.84,1,1.592,33.432,2024-02-09,13:22:00,Dinheiro,7.7
347-56-2442,A,Santo André,Normal,Masculino,Casa,65.82,1,3.291,69.111,2024-02-22,15:33:00,Dinheiro,4.1
849-09-3807,A,Santo André,Membro,Feminino,Moda,88.34,7,30.919,649.299,2024-02-18,13:28:00,Dinheiro,6.6
